Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Google App Engine,Building Your Next Big Thing with Google Cloud Platform,,,,10.1007/978-1-4842-1004-8_5,S. P. T. KrishnanJose L. Ugia Gonzalez,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1004-8_5,Chapter
